userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
5MS3205,c,0,5,56,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,9
5MS3205,c,0,5,56,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,8
5MS3205,c,0,5,56,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,9
5MS3205,c,0,5,56,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,9
5MS3205,c,0,5,56,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,9
5MS3205,c,0,5,56,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,11
5MS3205,c,0,5,56,False,How many islands belong to Scotland,around 264,653
5MS3205,c,0,5,56,False,The third largest city of Scotland is?,Dundee,Aberdeen
5MS3205,c,0,5,56,False,Scotland entered into a political union with England?,on 1 May 1707,1625
5MS3205,c,0,5,56,False,Scotland constitutes a distinct jurisdiction in:,public and private law,only the private law
5MS3205,c,0,5,56,False,

