userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
1MQ2201,e,0,1,0,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,3
1MQ2201,e,0,1,0,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,3
1MQ2201,e,0,1,0,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,7
1MQ2201,e,0,1,0,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,21
1MQ2201,e,0,1,0,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,1
1MQ2201,e,0,1,0,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,4
1MQ2201,e,0,1,0,False,How many islands belong to Scotland,around 264,653
1MQ2201,e,0,1,0,False,The third largest city of Scotland is?,Dundee,Aberdeen
1MQ2201,e,0,1,0,False,Scotland entered into a political union with England?,on 1 May 1707,on 5. November 1605
1MQ2201,e,0,1,0,False,Scotland constitutes a distinct jurisdiction in:,public and private law,public and private law
1MQ2201,e,0,1,0,False,

