userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
8FC02,e,0,2,68,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,8
8FC02,e,0,2,68,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,4
8FC02,e,0,2,68,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,1
8FC02,e,0,2,68,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,13
8FC02,e,0,2,68,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,12
8FC02,e,0,2,68,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,1
8FC02,e,0,2,68,False,How many islands belong to Scotland,around 264,more than 790
8FC02,e,0,2,68,False,The third largest city of Scotland is?,Dundee,Aberdeen
8FC02,e,0,2,68,False,Scotland entered into a political union with England?,on 1 May 1707,on 1 May 1707
8FC02,e,0,2,68,False,Scotland constitutes a distinct jurisdiction in:,public and private law,only the private law
8FC02,e,0,2,68,False,

