userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
12FRH06,s,3,6,97,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,13
12FRH06,s,3,6,97,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,13
12FRH06,s,3,6,97,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,9
12FRH06,s,3,6,97,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,12
12FRH06,s,3,6,97,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,12
12FRH06,s,3,6,97,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,8
12FRH06,s,3,6,97,False,Which country does Suriname not have a border with,Venezuela,Venezuela
12FRH06,s,3,6,97,False,An English-based lingua franca used in Suriname is:,Sranang,Pandua
12FRH06,s,3,6,97,False,Along which river was the earliest documented colony in Suriname?,The Suriname river,The Suriname river
12FRH06,s,3,6,97,False,When did full independence happened for Suriname?,In the decade of the 1970s,In the decade of the 1970s
12FRH06,s,3,6,97,False,Which two agricultural products are still a strong part of the economy?,Bananas and rice,Bananas and rice
12FRH06,s,3,6,97,False,The legislative branch of government consists of:,a 51-member unicameral Assembly,a 51-member unicameral Assembly
12FRH06,s,3,6,97,False,How is the President of Suriname elected:,With the vote of at least 34 members of the legislative body,The president is not elected the prime minister is
12FRH06,s,3,6,97,False,The indigenous Amerindians constitute what part of the population:,Less than 4%,21.7%
12FRH06,s,3,6,97,False,

