userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
8FC02,n,0,2,72,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,11
8FC02,n,0,2,72,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,11
8FC02,n,0,2,72,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,11
8FC02,n,0,2,72,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,11
8FC02,n,0,2,72,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,11
8FC02,n,0,2,72,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,11
8FC02,n,0,2,72,False,How many islands belong to Scotland,around 264,around 264
8FC02,n,0,2,72,False,The third largest city of Scotland is?,Dundee,Dundee
8FC02,n,0,2,72,False,Scotland entered into a political union with England?,on 1 May 1707,1625
8FC02,n,0,2,72,False,Scotland constitutes a distinct jurisdiction in:,public and private law,it does not constitute a distinct jurisdiction
8FC02,n,0,2,72,False,

