userId,type,country,orderNumber,experimentNumber,training, question,correctAnswer,userAnswer
1MW2207,c,1,7,21,False,Mental Demand - How mentally demanding was the task? Very Low - Very High,,9
1MW2207,c,1,7,21,False,Physical Demand - How physically demanding was the task? Very Low - Very High,,6
1MW2207,c,1,7,21,False,Temporal Demand - How hurried or rushed was the pace of the task? Very Low - Very High,,5
1MW2207,c,1,7,21,False,Performance - How successful were you in accomplishing what you were asked to do? Perfect - Failure),,9
1MW2207,c,1,7,21,False,Effort - How hard did you have to work to accomplish your level of performance? Very Low - Very High,,10
1MW2207,c,1,7,21,False,Frustration - How insecure discouraged irritated stressed and annoyed were you? Very Low - Very High,,1
1MW2207,c,1,7,21,False,Which country does Laos not have a border with,Malaysia,Malaysia
1MW2207,c,1,7,21,False,How many kingdoms was the Lan Xang kingdom was split into in the 18th century?,Three,Three
1MW2207,c,1,7,21,False,What are the origins of Laos current government?,The Pathet Lao Guerrillas,The French Colonial Resistance
1MW2207,c,1,7,21,False,In what type of landscape do the ethnically dominant people of Laos live?,Interior Lowlands,Foothills
1MW2207,c,1,7,21,False,Which country is not in the top three trade nations with Laos?,Cambodia,Cambodia
1MW2207,c,1,7,21,False,Who determines the government policies in Laos?,The Prime Minister Thongsing Thammavong,The eleven-member Politburo
1MW2207,c,1,7,21,False,The number of elected officials over the last twenty years has:,Increased to 132 members,Increased to 132 members
1MW2207,c,1,7,21,False,What is lam?,A music style,A music style
1MW2207,c,1,7,21,False,

